replicon,replicon type,GC%,hitcount,best identity%
NZ_JBQSRF010000003.1,plasmid,50.12611516228126,0,n/a
CP189304.1,chromosome,47.702136373033134,9,80.560
CP189305.1,chromosome,46.93559868125281,0,n/a
CP189269.1,chromosome,47.47415696434633,9,80.560
CM126283.1,chromosome,47.62416595808478,7,78.730
JBQSQZ010000004.1,plasmid,44.81595396368687,0,n/a
JBQSQZ010000003.1,plasmid,45.270480739279414,0,n/a
JBQSQZ010000002.1,plasmid,50.13664425307696,0,n/a
NZ_CP009991.1,chromosome,47.578870196171465,7,78.807
NZ_CP009989.1,plasmid,50.152085893278006,0,n/a
NZ_CP009990.1,plasmid,44.6318123468316,0,n/a
NZ_CP009988.1,plasmid,45.27575442247659,0,n/a
CP189238.1,chromosome,47.70215197653496,9,80.560
CP189239.1,chromosome,46.83310929736875,0,n/a
CP171682.1,chromosome,47.71616619686226,10,80.560
CP171683.1,chromosome,46.782339126010186,0,n/a
NZ_AP023381.1,chromosome,48.08220834481814,10,80.635
NZ_AP023382.1,chromosome,46.95119101808118,0,n/a
NZ_CP047303.1,chromosome,47.705742045451146,9,80.560
NZ_CP047304.1,chromosome,46.92093803220891,0,n/a
NZ_LT897797.1,chromosome,47.789548933608536,10,80.574
NZ_LT897798.1,chromosome,46.84777896023019,0,n/a
CM126324.1,chromosome,47.62401051039447,7,78.730
JBQSSN010000002.1,plasmid,44.825241205389396,0,n/a
JBQSSN010000004.1,plasmid,45.2513966480447,0,n/a
JBQSSN010000003.1,plasmid,50.133645172068164,0,n/a
CP189119.1,chromosome,47.47431716950801,9,80.560
OW443147.1,chromosome,47.658029196840694,9,80.560
OW443148.1,chromosome,47.01991299739603,0,n/a
OW443149.1,plasmid,51.37076233183856,0,n/a
CP194674.1,chromosome,47.65910882159235,9,80.560
CP194675.1,chromosome,47.02197556913462,0,n/a
CP194676.1,plasmid,51.37076233183856,0,n/a
NZ_CM129959.1,chromosome,47.76887766267392,9,80.560
NZ_CM129960.1,chromosome,47.08983149494275,0,n/a
NZ_JBRUST010000003.1,plasmid,42.63311451495259,0,n/a
NZ_JBRUST010000004.1,plasmid,39.011246485473286,0,n/a
NZ_JBRUST010000005.1,plasmid,43.66799771819738,0,n/a
NZ_CP151599.1,chromosome,47.61609353084108,7,78.830
NZ_CP151601.1,plasmid,44.64311843375962,0,n/a
NZ_CP151600.1,plasmid,50.160029330453135,0,n/a
NZ_CP151602.1,plasmid,45.26436303080766,0,n/a
NZ_CP006758.1,chromosome,47.62881818934356,7,78.830
NZ_CP006757.1,plasmid,44.89071000041954,0,n/a
NZ_CP006756.1,plasmid,52.00639360056053,0,n/a
NZ_CM126308.1,chromosome,47.623117723767805,7,78.730
NZ_JBQSRY010000004.1,plasmid,44.81859410430839,0,n/a
NZ_JBQSRY010000002.1,plasmid,45.262829835861204,0,n/a
NZ_JBQSRY010000003.1,plasmid,50.13813920105399,0,n/a
NZ_CM126283.1,chromosome,47.62416595808478,7,78.730
NZ_JBQSQZ010000004.1,plasmid,44.81595396368687,0,n/a
NZ_JBQSQZ010000003.1,plasmid,45.270480739279414,0,n/a
NZ_JBQSQZ010000002.1,plasmid,50.13664425307696,0,n/a
NZ_CP171682.1,chromosome,47.71616619686226,10,80.560
NZ_CP171683.1,chromosome,46.782339126010186,0,n/a
AP023381.1,chromosome,48.08220834481814,10,80.635
AP023382.1,chromosome,46.95119101808118,0,n/a
CP188912.1,chromosome,47.47816257645185,9,80.560
CP189001.1,chromosome,47.695431246882684,9,80.560
CP189002.1,chromosome,46.83307401809884,0,n/a
CP160414.1,chromosome,47.67853428970801,8,80.560
CP160415.1,chromosome,47.01568566178654,0,n/a
CP064124.1,chromosome,47.655650433541425,7,78.730
CM126289.1,chromosome,47.62263491076602,7,78.730
JBQSRF010000002.1,plasmid,44.81365447044981,0,n/a
JBQSRF010000004.1,plasmid,45.2606388513162,0,n/a
JBQSRF010000003.1,plasmid,50.12611516228126,0,n/a
CM129959.1,chromosome,47.76887766267392,9,80.560
CM129960.1,chromosome,47.08983149494275,0,n/a
JBRUST010000003.1,plasmid,42.63311451495259,0,n/a
JBRUST010000004.1,plasmid,39.011246485473286,0,n/a
JBRUST010000005.1,plasmid,43.66799771819738,0,n/a
CM126308.1,chromosome,47.623117723767805,7,78.730
JBQSRY010000004.1,plasmid,44.81859410430839,0,n/a
JBQSRY010000002.1,plasmid,45.262829835861204,0,n/a
JBQSRY010000003.1,plasmid,50.13813920105399,0,n/a
NZ_CP036499.1,chromosome,47.74951229293691,10,80.516
NZ_CP036500.1,chromosome,47.071209594040106,0,n/a
CP189279.1,chromosome,47.70174986392564,9,80.560
CP189280.1,chromosome,46.93526799721639,0,n/a
CP151623.1,chromosome,47.581940893477444,7,78.830
CP151625.1,plasmid,44.642308423932924,0,n/a
CP151624.1,plasmid,50.16201753951345,0,n/a
CP151626.1,plasmid,45.27575442247659,0,n/a
CP189135.1,chromosome,47.474147929138574,9,80.560
NZ_CP009492.1,chromosome,47.63296718353924,6,78.830
NZ_CP009491.1,plasmid,44.832688367857955,0,n/a
NZ_CP009490.1,plasmid,50.22869973803484,0,n/a
NZ_CP009489.1,plasmid,45.27575442247659,0,n/a
NZ_CP194674.1,chromosome,47.65910882159235,9,80.560
NZ_CP194675.1,chromosome,47.02197556913462,0,n/a
NZ_CP194676.1,plasmid,51.37076233183856,0,n/a
NZ_CM126324.1,chromosome,47.62401051039447,7,78.730
NZ_JBQSSN010000002.1,plasmid,44.825241205389396,0,n/a
NZ_JBQSSN010000004.1,plasmid,45.2513966480447,0,n/a
NZ_JBQSSN010000003.1,plasmid,50.133645172068164,0,n/a
CP047303.1,chromosome,47.705742045451146,9,80.560
CP047304.1,chromosome,46.92093803220891,0,n/a
CP177798.1,chromosome,47.66321260415787,7,78.730
CP177801.1,plasmid,44.81196386979492,0,n/a
CP177800.1,plasmid,50.16635310426775,0,n/a
CP177799.1,plasmid,45.27575442247659,0,n/a
CM129945.1,chromosome,47.85231495446997,10,80.560
CM129946.1,chromosome,45.72447867664282,0,n/a
JBRUTA010000003.1,plasmid,43.37474120082816,0,n/a
CP045719.1,chromosome,47.78600249164769,8,80.635
CP045718.1,chromosome,46.8931864214681,0,n/a
CP045158.1,chromosome,47.68511065260278,7,78.730
CP045160.1,plasmid,44.822206147256146,0,n/a
CP045162.1,plasmid,38.388888888888886,0,n/a
CP045159.1,plasmid,50.14061240142382,0,n/a
CP045161.1,plasmid,45.271043595879725,0,n/a
NZ_CM129957.1,chromosome,47.63824463313603,10,80.560
NZ_CM129958.1,chromosome,47.065820291330304,0,n/a
NZ_JBRUSU010000003.1,plasmid,42.10082853531807,0,n/a
NZ_JBRUSU010000004.1,plasmid,40.33771106941838,0,n/a
NZ_JBRUSU010000005.1,plasmid,45.571302037201065,0,n/a
NZ_JBRUSU010000006.1,plasmid,43.81280505311513,0,n/a
CM177084.1,chromosome,48.0570585169577,10,80.560
CM177085.1,chromosome,46.68283191434723,0,n/a
CP171676.1,chromosome,47.723139637672666,10,80.560
CP171677.1,chromosome,46.809226254865564,0,n/a
NZ_CP178061.1,chromosome,47.63551802262692,7,78.730
NZ_CP178063.1,plasmid,44.64604489186737,0,n/a
NZ_CP178064.1,plasmid,50.168343499960386,0,n/a
NZ_CP178062.1,plasmid,45.27575442247659,0,n/a
NZ_CP053813.1,chromosome,47.80747848653865,10,80.560
NZ_CP053814.1,chromosome,46.57144877324472,0,n/a
NZ_CP053815.1,plasmid,42.21175211513927,0,n/a
NZ_CP009844.1,chromosome,47.63376439658737,6,78.807
NZ_CP009842.1,plasmid,44.83607140317189,0,n/a
NZ_CP009843.1,plasmid,48.200617572751945,0,n/a
AP023375.1,chromosome,47.872530904341914,10,80.516
AP023376.1,chromosome,46.662543252516244,0,n/a
CP189188.1,chromosome,47.702025645462484,9,80.560
CP189189.1,chromosome,46.83347474856249,0,n/a
CP188933.1,chromosome,47.70000523060426,9,80.560
CP188934.1,chromosome,46.84003668038771,0,n/a
CP189320.1,chromosome,47.68530705509916,9,80.560
CP189321.1,chromosome,46.800923283206885,0,n/a
CP188844.1,chromosome,47.70001124576976,9,80.560
CP188845.1,chromosome,46.829387193728934,0,n/a
NZ_CP171670.1,chromosome,47.71515804657531,9,80.560
NZ_CP171671.1,chromosome,46.91996014489032,0,n/a
CP177942.1,chromosome,47.64714632815987,7,78.730
CP177945.1,plasmid,44.6348863669516,0,n/a
CP177943.1,plasmid,50.14061240142382,0,n/a
CP177944.1,plasmid,45.2606388513162,0,n/a
CM126349.1,chromosome,47.623651994040834,7,78.730
JBQSTL010000003.1,plasmid,44.811454493904165,0,n/a
JBQSTL010000004.1,plasmid,45.25812818115716,0,n/a
JBQSTL010000002.1,plasmid,50.134617274245855,0,n/a
NZ_CP196689.1,chromosome,47.63895489388727,7,78.730
NZ_CP196691.1,plasmid,44.64100200459447,0,n/a
NZ_CP196690.1,plasmid,50.16201753951345,0,n/a
NZ_CP196692.1,plasmid,45.27575442247659,0,n/a
CP053813.1,chromosome,47.80747848653865,10,80.560
CP053814.1,chromosome,46.57144877324472,0,n/a
CP053815.1,plasmid,42.21175211513927,0,n/a
CP189206.1,chromosome,47.701768474284094,9,80.560
CP189207.1,chromosome,46.82817648067397,0,n/a
CM129957.1,chromosome,47.63824463313603,10,80.560
CM129958.1,chromosome,47.065820291330304,0,n/a
JBRUSU010000003.1,plasmid,42.10082853531807,0,n/a
JBRUSU010000004.1,plasmid,40.33771106941838,0,n/a
JBRUSU010000005.1,plasmid,45.571302037201065,0,n/a
JBRUSU010000006.1,plasmid,43.81280505311513,0,n/a
NZ_CM177084.1,chromosome,48.0570585169577,10,80.560
NZ_CM177085.1,chromosome,46.68283191434723,0,n/a
CP178061.1,chromosome,47.63551802262692,7,78.730
CP178063.1,plasmid,44.64604489186737,0,n/a
CP178064.1,plasmid,50.168343499960386,0,n/a
CP178062.1,plasmid,45.27575442247659,0,n/a
NZ_CP171676.1,chromosome,47.723139637672666,10,80.560
NZ_CP171677.1,chromosome,46.809226254865564,0,n/a
CP189011.1,chromosome,47.699985125444805,9,80.560
CP189012.1,chromosome,46.833395996082416,0,n/a
NZ_CP177798.1,chromosome,47.66321260415787,7,78.730
NZ_CP177801.1,plasmid,44.81196386979492,0,n/a
NZ_CP177800.1,plasmid,50.16635310426775,0,n/a
NZ_CP177799.1,plasmid,45.27575442247659,0,n/a
NZ_CM129945.1,chromosome,47.85231495446997,10,80.560
NZ_CM129946.1,chromosome,45.72447867664282,0,n/a
NZ_JBRUTA010000003.1,plasmid,43.37474120082816,0,n/a
CP002555.1,chromosome,48.13758785326226,9,80.682
CP002556.1,chromosome,47.554134908013424,0,n/a
CP196689.1,chromosome,47.63895489388727,7,78.730
CP196691.1,plasmid,44.64100200459447,0,n/a
CP196690.1,plasmid,50.16201753951345,0,n/a
CP196692.1,plasmid,45.27575442247659,0,n/a
CP188997.1,chromosome,47.69992425433674,9,80.560
CP188998.1,chromosome,46.833216208363,0,n/a
NZ_CP177942.1,chromosome,47.64714632815987,7,78.730
NZ_CP177945.1,plasmid,44.6348863669516,0,n/a
NZ_CP177943.1,plasmid,50.14061240142382,0,n/a
NZ_CP177944.1,plasmid,45.2606388513162,0,n/a
CP007634.1,chromosome,47.74691527399833,9,80.560
CP007635.1,chromosome,47.018805536756275,0,n/a
CP007636.1,plasmid,52.36298851536765,0,n/a
NZ_CP010811.1,chromosome,47.76908005051476,10,80.560
NZ_CM126349.1,chromosome,47.623651994040834,7,78.730
NZ_JBQSTL010000003.1,plasmid,44.811454493904165,0,n/a
NZ_JBQSTL010000004.1,plasmid,45.25812818115716,0,n/a
NZ_JBQSTL010000002.1,plasmid,50.134617274245855,0,n/a
CP171670.1,chromosome,47.71515804657531,9,80.560
CP171671.1,chromosome,46.91996014489032,0,n/a
NZ_AP023375.1,chromosome,47.872530904341914,10,80.516
NZ_AP023376.1,chromosome,46.662543252516244,0,n/a
NZ_CP166972.1,chromosome,47.90134641713795,10,80.516
NZ_CP166973.1,chromosome,46.85049661418182,0,n/a
NZ_CP177474.1,chromosome,47.63620483994661,7,78.830
NZ_CP177476.1,plasmid,44.643771674397506,0,n/a
NZ_CP177475.1,plasmid,50.177352529136485,0,n/a
NZ_CP177477.1,plasmid,45.27575442247659,0,n/a
NZ_CP084336.1,chromosome,47.63630543982737,7,78.807
NZ_CP084337.1,plasmid,49.8090670251115,0,n/a
NZ_CP084338.1,plasmid,44.64769151971903,0,n/a
CP020408.2,chromosome,47.69991619407284,9,80.560
CP020407.2,chromosome,46.914517416572785,0,n/a
CP189137.1,chromosome,47.474191398172344,9,80.560
CM126300.1,chromosome,47.6238503427555,7,78.730
JBQSRQ010000004.1,plasmid,44.81467827467884,0,n/a
JBQSRQ010000002.1,plasmid,45.26359571591973,0,n/a
JBQSRQ010000003.1,plasmid,50.13269639065817,0,n/a
CP024162.1,chromosome,47.71091479533819,8,80.560
CP024163.1,chromosome,46.91892215054246,0,n/a
CP053802.1,chromosome,48.07321520705082,10,80.560
CP053803.1,chromosome,46.308920805283776,0,n/a
CP160476.1,chromosome,47.6768572936852,8,80.560
CP160477.1,chromosome,47.07920164477492,0,n/a
NZ_CP095331.1,chromosome,47.835437870742176,10,80.635
NZ_CP095332.1,chromosome,46.54432522136655,0,n/a
CP188888.1,chromosome,47.69998005838643,9,80.560
CP188889.1,chromosome,46.82925111308003,0,n/a
NZ_CM126263.1,chromosome,47.62480358324228,7,78.730
NZ_JBQSQE010000004.1,plasmid,44.83268416114633,0,n/a
NZ_JBQSQE010000002.1,plasmid,45.31023033824445,0,n/a
NZ_JBQSQE010000003.1,plasmid,50.229122919532855,0,n/a
CP010023.1,chromosome,47.64839419575229,7,78.730
CP010022.1,plasmid,44.85599053713178,0,n/a
CP010021.1,plasmid,50.33647375504711,0,n/a
CP010020.1,plasmid,45.26337705600667,0,n/a
CP171664.1,chromosome,47.687570444219794,8,80.560
CP171665.1,chromosome,46.98140537786103,0,n/a
NZ_CP177918.1,chromosome,47.64706300912273,7,78.730
NZ_CP177921.1,plasmid,44.63780377512618,0,n/a
NZ_CP177920.1,plasmid,50.14159570493029,0,n/a
NZ_CP177919.1,plasmid,45.271043595879725,0,n/a
NZ_CM126300.1,chromosome,47.6238503427555,7,78.730
NZ_JBQSRQ010000004.1,plasmid,44.81467827467884,0,n/a
NZ_JBQSRQ010000002.1,plasmid,45.26359571591973,0,n/a
NZ_JBQSRQ010000003.1,plasmid,50.13269639065817,0,n/a
CP189364.1,chromosome,47.68529452059263,9,80.560
CP189365.1,chromosome,46.7688149878613,0,n/a
CP177474.1,chromosome,47.63620483994661,7,78.830
CP177476.1,plasmid,44.643771674397506,0,n/a
CP177475.1,plasmid,50.177352529136485,0,n/a
CP177477.1,plasmid,45.27575442247659,0,n/a
CP166972.1,chromosome,47.90134641713795,10,80.516
CP166973.1,chromosome,46.85049661418182,0,n/a
CP084336.1,chromosome,47.63630543982737,7,78.807
CP084337.1,plasmid,49.8090670251115,0,n/a
CP084338.1,plasmid,44.64769151971903,0,n/a
NZ_CP013317.1,chromosome,47.76300775403885,8,80.560
NZ_CP013318.1,chromosome,46.78654913944875,0,n/a
AKGH01000001.1,chromosome,47.6770918273404,7,80.560
AKGH01000002.1,chromosome,47.01983467918981,0,n/a
CP043557.1,chromosome,47.28394737682631,9,80.606
CP043558.1,chromosome,46.25906064640072,0,n/a
CM126263.1,chromosome,47.62480358324228,7,78.730
JBQSQE010000004.1,plasmid,44.83268416114633,0,n/a
JBQSQE010000002.1,plasmid,45.31023033824445,0,n/a
JBQSQE010000003.1,plasmid,50.229122919532855,0,n/a
CP189360.1,chromosome,47.68539086877923,9,80.560
CP189361.1,chromosome,46.76880906748948,0,n/a
NZ_CP171664.1,chromosome,47.687570444219794,8,80.560
NZ_CP171665.1,chromosome,46.98140537786103,0,n/a
CP177918.1,chromosome,47.64706300912273,7,78.730
CP177921.1,plasmid,44.63780377512618,0,n/a
CP177920.1,plasmid,50.14159570493029,0,n/a
CP177919.1,plasmid,45.271043595879725,0,n/a
CP095331.1,chromosome,47.835437870742176,10,80.635
CP095332.1,chromosome,46.54432522136655,0,n/a
CP160316.1,chromosome,47.672061010399794,8,80.560
CP160317.1,chromosome,47.060372950609874,0,n/a
CP188872.1,chromosome,47.699995652073,9,80.560
CP188873.1,chromosome,46.82943059502162,0,n/a
CP188959.1,chromosome,47.699939848050946,9,80.560
CP188960.1,chromosome,46.83329496253277,0,n/a
NZ_CP053802.1,chromosome,48.07321520705082,10,80.560
NZ_CP053803.1,chromosome,46.308920805283776,0,n/a
CP188929.1,chromosome,47.69994435955626,9,80.560
CP188930.1,chromosome,46.83994367737627,0,n/a
CP188866.1,chromosome,47.69543856063896,8,80.560
CP188867.1,chromosome,46.829387193728934,0,n/a
CM126287.1,chromosome,47.62322489819025,7,78.730
JBQSRE010000002.1,plasmid,44.8188878181509,0,n/a
JBQSRE010000003.1,plasmid,45.2513966480447,0,n/a
JBQSRE010000004.1,plasmid,50.12721146573149,0,n/a
CP177938.1,chromosome,47.646558278734936,7,78.730
CP177941.1,plasmid,44.63780377512618,0,n/a
CP177939.1,plasmid,50.14061240142382,0,n/a
CP177940.1,plasmid,45.271043595879725,0,n/a
CP033515.1,chromosome,47.665603663313114,9,80.560
CP033513.1,chromosome,47.019097993683374,0,n/a
CP033514.1,plasmid,51.9114934033254,0,n/a
NZ_CP046742.1,chromosome,47.86855453627681,10,80.560
NZ_CP046741.1,chromosome,46.472258518444065,0,n/a
CP177829.1,chromosome,47.60661492544135,7,78.730
CP177831.1,plasmid,44.80975983866157,0,n/a
CP177832.1,plasmid,49.06632324533162,0,n/a
CP177833.1,plasmid,50.16684985493469,0,n/a
CP177830.1,plasmid,45.27575442247659,0,n/a
CP184803.1,chromosome,47.75323334156233,10,80.560
CP184804.1,chromosome,46.878132225565146,0,n/a
CM129943.1,chromosome,48.04362795941607,10,80.560
CM129944.1,chromosome,46.69288041220463,0,n/a
CP137095.1,chromosome,47.9460032014934,10,80.560
CP137096.1,chromosome,46.72028028786321,0,n/a
CP189099.1,chromosome,47.47544964637816,9,80.560
NZ_CM129951.1,chromosome,47.87626880209247,10,80.560
NZ_CM129952.1,chromosome,46.67141421976932,0,n/a
NZ_CM126312.1,chromosome,47.623448742114135,7,78.730
NZ_JBQSSC010000002.1,plasmid,44.81541340592038,0,n/a
NZ_JBQSSC010000004.1,plasmid,45.28223718280683,0,n/a
NZ_JBQSSC010000003.1,plasmid,50.135107250592014,0,n/a
NZ_CP178069.1,chromosome,47.62588610458727,7,78.730
NZ_CP178073.1,plasmid,44.639538796950674,0,n/a
NZ_CP178072.1,plasmid,50.1693337558425,0,n/a
NZ_CP178071.1,plasmid,45.27575442247659,0,n/a
NZ_CP178070.1,plasmid,50.24124742571344,0,n/a
NZ_CP053820.1,chromosome,47.78441542480664,10,80.635
NZ_CP053821.1,chromosome,46.587857557334736,0,n/a
CP188985.1,chromosome,47.69970293543725,9,80.560
CP188986.1,chromosome,46.83348062769679,0,n/a
CP189144.1,chromosome,47.69800145138876,9,80.560
CP189145.1,chromosome,46.83320212995076,0,n/a
NZ_CP177938.1,chromosome,47.646558278734936,7,78.730
NZ_CP177941.1,plasmid,44.63780377512618,0,n/a
NZ_CP177939.1,plasmid,50.14061240142382,0,n/a
NZ_CP177940.1,plasmid,45.271043595879725,0,n/a
NZ_CM126287.1,chromosome,47.62322489819025,7,78.730
NZ_JBQSRE010000002.1,plasmid,44.8188878181509,0,n/a
NZ_JBQSRE010000003.1,plasmid,45.2513966480447,0,n/a
NZ_JBQSRE010000004.1,plasmid,50.12721146573149,0,n/a
NZ_CP046737.1,chromosome,47.99643437498374,10,80.560
NZ_CP046738.1,chromosome,46.76143367335276,0,n/a
CP053820.1,chromosome,47.78441542480664,10,80.635
CP053821.1,chromosome,46.587857557334736,0,n/a
CM129951.1,chromosome,47.87626880209247,10,80.560
CM129952.1,chromosome,46.67141421976932,0,n/a
CP189236.1,chromosome,47.702072455813365,9,80.560
CP189237.1,chromosome,46.83338779511478,0,n/a
CM126312.1,chromosome,47.623448742114135,7,78.730
JBQSSC010000002.1,plasmid,44.81541340592038,0,n/a
JBQSSC010000004.1,plasmid,45.28223718280683,0,n/a
JBQSSC010000003.1,plasmid,50.135107250592014,0,n/a
CP178069.1,chromosome,47.62588610458727,7,78.730
CP178073.1,plasmid,44.639538796950674,0,n/a
CP178072.1,plasmid,50.1693337558425,0,n/a
CP178071.1,plasmid,45.27575442247659,0,n/a
CP178070.1,plasmid,50.24124742571344,0,n/a
CP189015.1,chromosome,47.69481295030376,9,80.560
CP189016.1,chromosome,46.83307401809884,0,n/a
NZ_CP177829.1,chromosome,47.60661492544135,7,78.730
NZ_CP177831.1,plasmid,44.80975983866157,0,n/a
NZ_CP177832.1,plasmid,49.06632324533162,0,n/a
NZ_CP177833.1,plasmid,50.16684985493469,0,n/a
NZ_CP177830.1,plasmid,45.27575442247659,0,n/a
CP013305.1,chromosome,47.718181854557436,9,80.560
CP013306.1,chromosome,46.809446717455664,0,n/a
NZ_CP184803.1,chromosome,47.75323334156233,10,80.560
NZ_CP184804.1,chromosome,46.878132225565146,0,n/a
NZ_CM129943.1,chromosome,48.04362795941607,10,80.560
NZ_CM129944.1,chromosome,46.69288041220463,0,n/a
CP189218.1,chromosome,47.70123955384469,9,80.560
CP189219.1,chromosome,46.83250399197891,0,n/a
CP189300.1,chromosome,47.70175644614131,9,80.560
CP189301.1,chromosome,46.934425047228615,0,n/a
AP023331.1,chromosome,47.99023756623751,8,80.635
AP023332.1,chromosome,46.86759529446964,0,n/a
CP033699.1,chromosome,47.70258764322258,7,78.730
CP033697.1,plasmid,44.832147937411094,0,n/a
CP033698.1,plasmid,45.274771024146546,0,n/a
CP033700.1,plasmid,49.26739375705152,0,n/a
NZ_OW443150.1,chromosome,47.72182571820566,10,80.560
NZ_OW443151.1,chromosome,47.4575759140925,0,n/a
CP188900.1,chromosome,47.476445210888706,9,80.560
CP160318.1,chromosome,47.67491430206551,8,80.560
CP160319.1,chromosome,47.05766837820658,0,n/a
CP010247.1,chromosome,47.64014528024641,7,78.807
CP010246.1,plasmid,44.889199580566235,0,n/a
CP010248.1,plasmid,52.07649993790589,0,n/a
NZ_CM126280.1,chromosome,47.62363318913445,7,78.730
NZ_JBQSQW010000004.1,plasmid,44.81976875991839,0,n/a
NZ_JBQSQW010000003.1,plasmid,45.2685156331152,0,n/a
NZ_JBQSQW010000002.1,plasmid,50.13656907054431,0,n/a
CP080462.1,chromosome,47.61710804658662,10,80.560
CP080463.1,chromosome,47.21444419639806,0,n/a
CP080464.1,plasmid,54.35025589740573,0,n/a
CP189110.1,chromosome,47.68009668251897,8,80.560
CP189111.1,chromosome,46.83317148888844,0,n/a
CP189041.1,chromosome,47.70083958431914,9,80.560
CP189042.1,chromosome,46.97777219688265,0,n/a
NZ_CP009935.1,chromosome,47.59886409527241,7,78.730
NZ_CP009937.1,plasmid,44.64144302683678,0,n/a
NZ_CP009934.1,plasmid,50.930237436026516,0,n/a
NZ_CP009936.1,plasmid,45.05494505494506,0,n/a
NZ_CM126321.1,chromosome,47.62402864807774,7,78.730
NZ_JBQSSL010000004.1,plasmid,44.82201564448475,0,n/a
NZ_JBQSSL010000003.1,plasmid,45.244029075804775,0,n/a
NZ_JBQSSL010000002.1,plasmid,50.13506212857914,0,n/a
AL590842.1,chromosome,47.63611023248458,6,78.730
AL117189.1,plasmid,44.83607140317189,0,n/a
AL117211.1,plasmid,50.22762706579358,0,n/a
AL109969.1,plasmid,45.26633374947981,0,n/a
CM165271.1,chromosome,47.6870866171134,9,80.560
CM165272.1,chromosome,47.018438378705476,0,n/a
CP178049.1,chromosome,47.63600435658034,7,78.730
CP178052.1,plasmid,44.647508120921245,0,n/a
CP178051.1,plasmid,50.1693337558425,0,n/a
CP178050.1,plasmid,45.21420092802417,0,n/a
NZ_CP171660.1,chromosome,47.69583595344661,9,80.560
NZ_CP171661.1,chromosome,46.926933441045406,0,n/a
CP053555.1,chromosome,47.44768789525753,9,79.211
CP053556.1,chromosome,46.403246506492295,0,n/a
CM126280.1,chromosome,47.62363318913445,7,78.730
JBQSQW010000004.1,plasmid,44.81976875991839,0,n/a
JBQSQW010000003.1,plasmid,45.2685156331152,0,n/a
JBQSQW010000002.1,plasmid,50.13656907054431,0,n/a
CP189270.1,chromosome,47.47419506219224,9,80.560
CP000668.1,chromosome,47.64393686999775,7,78.830
CP000669.1,plasmid,44.889311535933544,0,n/a
CP000670.1,plasmid,52.00569301510839,0,n/a
LT907989.1,chromosome,47.69585253456221,8,80.560
LT907990.1,chromosome,46.91458418623562,0,n/a
NZ_CP006792.1,chromosome,47.57871235867353,6,78.753
NZ_CP006791.1,plasmid,44.81619107051682,0,n/a
NZ_CP006790.1,plasmid,50.16636298819614,0,n/a
NZ_CP006793.1,plasmid,45.28046622957644,0,n/a
CP019708.1,chromosome,47.64212229720572,6,78.807
CP019710.1,plasmid,45.090809973316496,0,n/a
CP019709.1,plasmid,50.22973928229864,0,n/a
CP019711.1,plasmid,45.288912024986985,0,n/a
CP188876.1,chromosome,47.70005446327521,9,80.560
CP188877.1,chromosome,46.829387193728934,0,n/a
NZ_AP023331.1,chromosome,47.99023756623751,8,80.635
NZ_AP023332.1,chromosome,46.86759529446964,0,n/a
CP189093.1,chromosome,47.47545208888235,9,80.560
NZ_CP178049.1,chromosome,47.63600435658034,7,78.730
NZ_CP178052.1,plasmid,44.647508120921245,0,n/a
NZ_CP178051.1,plasmid,50.1693337558425,0,n/a
NZ_CP178050.1,plasmid,45.21420092802417,0,n/a
CP171660.1,chromosome,47.69583595344661,9,80.560
CP171661.1,chromosome,46.926933441045406,0,n/a
CP189150.1,chromosome,47.69809638004367,9,80.560
CP189151.1,chromosome,46.833016464786745,0,n/a
CP009723.1,chromosome,47.62139099866295,6,78.807
CP009721.1,plasmid,44.837493777114,0,n/a
CP009722.1,plasmid,50.230745244777054,0,n/a
CP009724.1,plasmid,44.89534387014096,0,n/a
CM126321.1,chromosome,47.62402864807774,7,78.730
JBQSSL010000004.1,plasmid,44.82201564448475,0,n/a
JBQSSL010000003.1,plasmid,45.244029075804775,0,n/a
JBQSSL010000002.1,plasmid,50.13506212857914,0,n/a
NZ_CM165271.1,chromosome,47.6870866171134,9,80.560
NZ_CM165272.1,chromosome,47.018438378705476,0,n/a
NZ_CP080462.1,chromosome,47.61710804658662,10,80.560
NZ_CP080463.1,chromosome,47.21444419639806,0,n/a
NZ_CP080464.1,plasmid,54.35025589740573,0,n/a
CP189234.1,chromosome,47.70207095249684,9,80.560
CP189235.1,chromosome,46.83329496253277,0,n/a
CP189100.1,chromosome,47.47703722717708,9,80.560
CP013301.1,chromosome,47.72102616818999,9,80.560
CP013302.1,chromosome,46.775084709131406,0,n/a
NZ_CM126339.1,chromosome,47.62459873374647,7,78.730
NZ_JBQSTB010000004.1,plasmid,44.82216239195125,0,n/a
NZ_JBQSTB010000003.1,plasmid,45.27754763877382,0,n/a
NZ_JBQSTB010000002.1,plasmid,50.13467285309846,0,n/a
NZ_CP177866.1,chromosome,47.602193127166956,7,78.730
NZ_CP177868.1,plasmid,44.80573004007618,0,n/a
NZ_CP177869.1,plasmid,50.1884446516688,0,n/a
NZ_CP177867.1,plasmid,45.27575442247659,0,n/a
NZ_CP042299.1,chromosome,47.80578100430664,10,80.711
NZ_CP042300.1,chromosome,47.0806907791493,0,n/a
CP189037.1,chromosome,47.701233757083145,9,80.560
CP189038.1,chromosome,46.977910964077466,0,n/a
NZ_CP155628.1,chromosome,47.635270493673616,7,78.807
NZ_CP155631.1,plasmid,44.642778761320905,0,n/a
NZ_CP155629.1,plasmid,50.20309660247688,0,n/a
